Star,Title_cn,Title_en
4星,福克斯冰川TOP 10假日公园及汽车旅馆,Fox Glacier TOP 10 Holiday Park & Motels
4星,监狱住宿公寓,Jailhouse Accommodation
2星,瑞士阿戈拉法斯宾德夜未央酒店,Agora Swiss Night By Fassbind
4星,阿斯托里亚酒店,
5星,芽庄四岛游,Nha Trang Four Island Tour
3星,湄南河,Chao Phraya River
3星,玉佛寺,Temple of the Emerald Buddha
3星,大皇宫,Grand Palace
5星,望湖土菜馆(私房菜),
5星,波斯波利斯,Persepolis
5星,二七路小吃街,
5星,肇兴侗寨,
5星,加榜梯田,
5星,郎德苗寨,
5星,西江千户苗寨,Xijiang Miao Village
5星,镇远古镇,
5星,西湖,
5星,The Gallery Cafe,The Gallery Cafe
5星,留一手特色烤鱼,
4星,全福长桥,
4星,周庄古镇,
3星,万三食府,
3星,周庄博物馆,
4星,纸箱王主题餐厅,
5星,邓小平故居陈列馆,
4星,思源广场,
5星,沧龙火锅,
3星,解放碑,
4星,南山一棵树观景台,
5星,重庆中国三峡博物馆,
4星,洪崖洞,Hong Ya Cave
4星,长江索道,Yangtze River Cableway
4星,磁器口古镇,
4星,鹅岭公园,
5星,重庆长江大桥,
5星,好又来酸辣粉(解放碑店),
5星,方所书店(观音桥店),
4星,一只酸奶牛(三峡广场国美店),
3星,拙政园,Humble Administrator Garden
5星,狮子林,
3星,得月楼(老楼店),
4星,诚品书店,The Eslite Bookstore
4星,天津戈萨国际青年旅舍,Tianjin Three Brothers Youth Hostel
5星,天津市名流茶馆,
5星,天山一日游,
5星,喀什大巴扎,
4星,喀什噶尔老茶馆,
4星,东关街历史街区,
5星,何园,
4星,瘦西湖,Slender West Lake
4星,青岛天主教堂,
4星,青岛火车站,
4星,七间房全羊馆,
5星,中俄商贸步行街,
4星,额尔古纳寻梦临江,
5星,呼伦贝尔安达国际青年旅舍,Hulun Buir Anda International Youth Hostel
5星,额尔古纳湿地,
3星,诺敏塔拉奶茶(海拉尔华联商厦店),
3星,海拉尔火车站,
5星,扎赉诺尔,
5星,达赉湖自然保护区,
4星,长春火车站,
4星,开口笑海鲜饺子(柏威年店),
5星,光明港琼甜茶馆,
5星,羊卓雍措,
5星,珠峰大本营,
5星,秀嫂挞餜,
5星,一楼食业●老街第一楼,
4星,望湖土菜馆,
5星,屯溪老街,
5星,汪一挑馄饨(老街店),
5星,宏村风景区,
5星,西递,
5星,黄山北站,
5星,蓝山国际青年旅舍(上海虹桥店),Blue Mountain HongQiao Youth Hostel
5星,大连周水子国际机场,Dalian Zhoushuizi International Airport
5星,星海公园,
5星,大连老菜馆(太阳街店),
5星,俄罗斯风情街,
5星,大连森林动物园,
5星,青泥洼商圈,
1星,大连金石唐风国际温泉会馆,
5星,大连香洲大饭店,CENTRAL PLAZA HOTEL DALIAN
5星,茶卡盐湖,
3星,宴海宫餐饮中心,
5星,广鹿岛,
5星,大连有轨电车,
5星,胜利广场,
5星,日本风情街,
5星,天葬台,
5星,黑马河乡,
5星,二郎剑景区,
3星,旅顺日俄监狱旧址博物馆,
3星,2路车站小丸子(青泥洼桥店),
5星,15库艺术园,
5星,雅丹国家地质公园,
5星,老马烧烤,
5星,大黑山风景区,
4星,天安门广场,
5星,月牙泉,
4星,敦煌古城,
5星,敦煌风非沙国际青年旅舍,
5星,敦煌沙州驿国际青年旅舍,Dunhuang Sha Zhou Yi International Youth Hostel
5星,鸣沙山,
5星,沙洲夜市,
5星,敦煌火车站,DunHuang Railway Station
5星,大连老虎滩海洋公园-老虎滩市民广场,
5星,金石滩沙滩浴场,
5星,傅家庄海滨浴场,
5星,友好广场,
5星,大连国际会议中心,
4星,十里黄金海岸,
5星,大连北站,
5星,大连火车站,
4星,沈小姐的泥巴店,
5星,张掖丹霞地质公园,
5星,环湖西路,
5星,敦煌沙州驿国际青年旅舍,Dunhuang Sha Zhou Yi International Youth Hostel
4星,春熙路,
5星,石槽风景区,
3星,呼伦贝尔德盛大酒店,Hulun Buir De Sheng Hotel
5星,呼伦贝尔大草原,
5星,莫尔格勒河,
5星,额尔古纳湿地,
5星,世界反法西斯战争海拉尔纪念园,
4星,满洲里国门景区,
5星,白桦林景区,
5星,黑山头,
2星,阿尔山市区,
5星,驼峰岭天池,
5星,石塘林,
5星,柴河源大峡谷,
3星,玫瑰峰,
2星,杜鹃湖,
3星,阿尔山海神温泉大酒店,Haishen Hot Spring Hotel
5星,中国温泉博物馆,
2星,阿尔山国家森林公园-驼峰岭天池,
5星,三潭峡,
5星,哈拉哈河,
2星,阿尔山森林度假酒店,
5星,阿尔山火车站,
4星,埃及国家博物馆,EgyptianMuseum
4星,尼罗河,River Nile
4星,本·依兹拉犹太会堂,The Ben Ezra Synagogue
5星,巴比伦堡,The Fortress of Babylon
3星,吉萨金字塔,ThePyramidsofGiza
5星,柴门河鲜馆,
5星,巴蜀大宅门火锅(清江东路店),
5星,川西坝子火锅(羊犀直营店),
4星,采尔玛特,Zermatt
4星,马特宏峰,The Matterhorn
4星,少女峰,Ice Palace of Jungfraujoch
4星,格林德瓦布纳霍夫酒店,Hotel Bernerhof Grindelwald
5星,奥攀布莱克酒店,Hotel Alpenblick
4星,美泉宫,Schönbrunn Palace
4星,斯托伊经济型酒店,Pension Stoi budget guesthouse
4星,Institut St Sebastian,Institut St Sebastian
4星,鲁滕斯坦奈维也纳旅馆 ,Vienna Hostel Ruthensteiner
4星,金色大厅,Wiener Musikverein
4星,Zanoni & Zanoni,Zanoni & Zanoni
4星,霍夫堡宫,Hofburg Palace
4星,瑞典历史博物馆,Swedish History Museum
4星,皇后岛宫,Drottningholm Palace
4星,斯德哥尔摩老城,Gamla Stan
4星,克伦堡宫,Kronborg Castle
1星,小厨子私房菜,
5星,米拉之家,
4星,拉斯咯扎斯购物中心,Las Rozas Village Outlet
5星,巴特罗之家,
5星,圣家堂大教堂,Church of the Sacred Family
4星,塞维利亚王宫,Royal Alcazars of Seville
5星,龙达斗牛场,
5星,普拉多博物馆,
4星,东方广场,
4星,太阳门广场,Puerta Del Sol
5星,La Paradeta,La Paradeta Born
5星,圣加百利苏卡萨阿隆达酒店,San Gabriel - su casa en ronda
5星,Chocolateria San Gines,Chocolateria San Gines
5星,塞维利亚大教堂（塞维尔大教堂）,
5星,龙达新桥,PUENTE NUEVO
5星,西班牙广场,Spain Square
4星,19号城堡别墅酒店,Fort de 19 villa
5星,加勒城堡,Trinidad'soldtown
5星,中华环球饭店,Chinese Globe Restaurant
3星,高跷渔夫,Stilt Fisherman
4星,Mirissa Eye,Mirissa Eye
5星,雅拉国家公园,Yala National Park
4星,蒂萨度假村,Tissa Resort
5星,霍尔顿平原国家公园,Horton Plains National Park
5星,grand indian restaurant,grand indian restaurant
5星,格雷戈里湖,Gregory Lake
5星,Mackwoods茶厂,Macwood Tea Factory
5星,佛牙寺,Temple of the Sacred Tooth Relic
5星,苏嘉达寄宿公寓酒店,Sujatha's Homestay Residence
3星,White House Restaurant,White House Restaurant
5星,狮子岩,Sigiriya Lion Rock
5星,孔雀旅馆,Peacock Villa
5星,蒂瑟默哈拉默湖,Tissa Lake
5星,康提,Kandy
4星,班达拉奈克国际机场,Bandaranaike International Airport
5星,努沃勒埃利耶,Nuwara Eliya
5星,美蕊沙海滩,Mirissa beach
5星,康提湖,Kandy Lake
5星,加勒城堡,Trinidad'soldtown
5星,尼甘布鱼市,CentralFishMarketComple
4星,尼甘布海滩,Negombo Beach
5星,Suprer Luxury House Pool Park,Suprer Luxury House Pool Park
5星,希腊风情民宿,Greece Style Hotel
5星,龙虾先生的秘密巢穴设计青旅,
4星,阿山旅馆香港,Ah Shan Hostel
2星,hello inn,hello inn
5星,张家界荷花机场,
5星,普吉国际机场,Phuket International Airport
5星,昆明长水国际机场,Kunming Changshui International Airport
5星,桃园国际机场,Taiwan Taoyuan International Airport
5星,松山机场,Taipei Songshan Airport
5星,仁川国际机场,Incheon International Airport
5星,金浦国际机场,Gimpo International Airport
5星,香港国际机场,Hong Kong International Airport
5星,上海浦东国际机场,Shanghai Pudong International Airport
5星,上海虹桥国际机场,Shanghai Hongqiao International Airport
5星,红米国际青年旅馆,Homey Hostel Taipei Main Station
5星,赖阿婆芋圆,
5星,护理长的店,
5星,阿飞冲浪旅店一馆,A Fei Surf Inn I
5星,垦丁脚踏车旅店,Kenting Bicycle Inn
5星,鹅銮鼻灯塔,
5星,船帆石,
3星,清境小瑞士花园,Small Swiss Garden
5星,清境农场,
5星,宫原眼科,
5星,平溪支线铁道,Ping Hsi Branch Railway Line
5星,瑞芳火车站,
5星,马辣顶级麻辣鸳鸯火锅(西门店),
4星,台北地下街,Taipei City Mall
5星,十分车站,
5星,九份,
5星,饶河街夜市,
5星,宫原眼科,
5星,西门红楼,RedHouse
5星,西门町,
4星,台北故宫博物院,Taipei's National Palace Museum
4星,阿绵麻糬,
4星,阿兴生鱼片,
4星,小杜包子,
5星,鹅銮鼻公园,Ngoluanpi Park
5星,静安吊桥,
5星,猴硐,Houtong Village
5星,九份,
5星,饶河街夜市,
4星,逢甲卡诺,Grano House
5星,宫原眼科,
5星,彩虹眷村,
5星,逢甲夜市,
5星,清境农场青青草原,
5星,鹅銮鼻公园,Ngoluanpi Park
4星,小杜包子,
4星,阿兴生鱼片,
5星,白沙湾海滩,
5星,驳二艺术特区,The Pier-2 Art Center
4星,阿绵麻糬,
4星,台北故宫博物院,Taipei's National Palace Museum
5星,Anda Adventure Camp,Anda Adventure Camp
5星,珊瑚岛娱乐项目,
5星,攀牙湾漂流,Phang Nga Bay rafting
5星,浮潜,Snorkeling
5星,珊瑚岛海底漫步,Coral Island Sea Walking
4星,芭东酒吧街,Bangla Rd
5星,西蒙人妖秀,Phuket Simon Cabaret
5星,芭东海滩,Patong Beach
5星,卡塔棕榈温泉度假酒店,Kata Palm Resort & Spa
4星,Phuket Snake Show,Phuket Snake Show
5星,翡翠岛,Ko Kaeo
5星,碧绿湾,Pileh Bay
5星,割喉岛,HongIsland
5星,沙法理乐园,Island Safari
5星,攀牙湾007岛,James Bond Island
5星,珊瑚岛,Coral Island
5星,卡塔海滩,Kata Beach
5星,幻多奇乐园,Phuket FantaSea
5星,攀牙湾,Ao Phang-Nga
5星,皮皮岛,Ko Phi Phi
5星,皇帝岛,Ko Racha Yai
5星,新港澳码头,Terminal Marítimo do Porto Exterior
5星,新葡京娱乐场,Grand Lisboa Casino
4星,玫瑰圣母广场,St. Dominic's Square
5星,八达岭长城,Badaling Great Wall
4星,世外桃源,
4星,银子岩,
4星,龙脊梯田,Dragon Ridge Terrace
5星,桂林两江四湖,
4星,阳朔,
4星,象山公园,Elephant Trunk Hill
4星,西街,West Street
5星,漓江,
5星,葡京娱乐场,
4星,大运河购物中心,
5星,大三巴手信一条街,
4星,民政总署大楼,
4星,大三巴手信一条街,
4星,玫瑰堂,St.Dominic's Church
4星,大三巴牌坊,Ruins of St. Paul
5星,莎莎(弥敦88店),
4星,通菜街,
4星,花园街/波鞋街,
5星,迪士尼专列地铁,
4星,泰昌饼家(尖沙咀天星码头店),Tai Cheong Bakery
5星,金凤茶餐厅(湾仔店),
5星,珍妮曲奇聪明小熊(尖沙咀店),Jenny Bakery
5星,富豪雪糕流动车,Mister Softee
5星,满记甜品(朗四店),
5星,池记(朗豪坊店),
5星,建兴亚婆豆腐花,
4星,肥姐小食店,Fei Jie
4星,翠华餐厅(加拿芬道店),Tsui Wah Restaurant
5星,莲香楼,Lin Heung Tea House
3星,许留山(亚皆老街店),Hui Lau Shan
5星,太平山山顶缆车,
5星,尖沙咀,Tsim Sha Tsui
5星,天星码头,
5星,中环,Central
4星,中环码头,
4星,香港杜莎夫人蜡像馆,Madame Tussauds Hong Kong
5星,旺角,Mong Kok
5星,南丫岛,Lamma Island
5星,维多利亚港,
5星,山顶凌霄阁,The Peak Tower
5星,太平山顶,
5星,特丽爱3D美术馆,Trickeye Museum Seoul
5星,姜虎东678(狎鸥亭店),
5星,星茶房Miss李(大学路店),
5星,姜虎东白丁烤肉(东大门店),KangHoDong BaekJeong
5星,凤雏炖鸡(明洞店),
5星,全州中央会馆,
4星,忠武紫菜包饭(明洞1号店),
4星,土俗村参鸡汤,
5星,本粥(明洞店),
5星,春川辣炒鸡排,Yugane
3星,星光大道,
5星,新沙洞林荫道,
5星,梨花壁画村,Ewha Mural Village
3星,光化门广场,Gwanghwamun Square
5星,弘益大学,Hongik University
4星,63号大楼,63 City
4星,青瓦台,Cheong Wa Dae
5星,首尔泰迪熊博物馆 - 停业,Teddy Bear Museum N Seoul Tower
5星,清溪川,Cheonggyecheon Stream
5星,梨花女子大学,Ewha Womans University
3星,景福宫,Gyeongbokgung Palace
5星,N首尔塔,N Seoul Tower
4星,香港海洋公园,Hong Kong Ocean Park
5星,钜记手信(大三巴街店),
5星,玛嘉烈蛋挞(金利来大厦店),
5星,星光大道,Avenue of Stars
5星,香港迪士尼乐园,Hong Kong Disneyland
4星,翠华餐厅 (旺角店),Tsui Wah Restaurant
4星,麦奀记云吞面(山顶店),Mak's Noodle
4星,华星冰室(西洋菜南街店),
4星,天虹海鲜酒家(索罟湾),Rainbow Seafood Restauran
4星,添好运点心专门店,"Tim Ho Wan, the Dim-Sum Specialists"
4星,Jenny Bakery,Jenny Bakery
4星,兰芳园茶餐厅(尖沙咀店),Lan Fong Yuen
4星,玛嘉烈蛋挞(金利来大厦店),
4星,义顺牛奶公司(新马路老店),Leitaria I Son
4星,大利来记（威尼斯人店）,Tai Lei Loi Kei(The Venetian Macao)
4星,金华冰厅,Kam Wah Cafe
4星,大家乐,
4星,特丽爱3D美术馆,Trickeye Museum Seoul
4星,乐伯部队锅(明洞店),
5星,明洞,
5星,爱宝乐园,Everland
5星,三清洞路,Samcheongdong-gil Road
5星,北村韩屋村,Bukchon Hanok Village
5星,仁寺洞,Insadong
4星,广藏市场,
5星,南怡岛,Nami Island
5星,大阪市立自然史博物馆,Osaka Museum of Natural History
5星,淡路花桟敷公園,
5星,鸣门漩涡观潮船,Whirlpools Cruise
5星,英格兰之丘,England Hill
5星,淡路岛梦舞台,Awaji-Yumebutai
5星,Kyuushuuramenkiou,Kyuushuuramenkiou
5星,常寂光寺,Jojakkoji Temple
5星,Hep Five摩天轮,Hep Five Ferris Wheel
5星,梅田蓝天大厦-空中庭园展望台,Kuchu Teien Observatory
3星,横綱(法善寺店),Yokoduna
5星,大阪城天守阁,Osaka Castle Tower
5星,嵯峨野竹林,Bamboo Forest Street
5星,岚山嵯峨野观光小火车,Sagano Romantic Train
5星,奈良公园,Nara Park
5星,蟹道乐(道顿堀本店),Kanidouraku
5星,道顿堀,Dotonbori
5星,大阪新阪急酒店,Hotel New Hankyu Osaka
5星,吉利群岛,Gili Islands
4星,冲绳首里城公园,Shurijo Castle Park
4星,万座毛,Cape Manza
3星,波之上神宫,Naminoue-gu Shrine
5星,海洋博公园海豚表演剧场,Okichan Dolphin Theatre
4星,波之上海滩,Naminoue Beach
5星,冲绳海洋博览会纪念公园,Okinawa Memorial Park Ocean Expo Park
4星,碧 铁板烧牛排餐厅,
5星,南洋酒店,South Pacific Hotel
4星,好莱坞星光大道,Hollywood Walk of Fame
5星,好莱坞环球影城,Universal Studios Hollywood
5星,渔人码头,Fisherman's Wharf
5星,皇帝岛,Ko Racha Yai
5星,高雄国宾大饭店,The Ambassador Hotel Kaohsiung
4星,济州岛梅生格兰德酒店,Maison Glad Jeju
5星,普吉岛阿玛瑞酒店,Amari Phuket
5星,拉查酒店,The Racha
3星,济州国际机场,Jeju International Airport
5星,哈尔施塔特盐矿,HallstattandAltauseeSaltMine
5星,哈尔施塔特湖,Lake of Hallstatt
5星,Hofbräuhaus München,
5星,宝马博物馆,BMW Museum
5星,玛利亚广场,Mary's Square
5星,安联球场,Allianz Arena
5星,新市政厅,New Town Hall
5星,慕尼黑凯旋门,
5星,梅赛德斯-奔驰博物馆,Mercedes-Benz Museum
5星,法兰克福机场,Frankfurt Airport
5星,国王大道,Koenigsallee
5星,画眉鸟巷,Drosselgasse
5星,城山日出峰,Seongsan IIchulbong
5星,海女表演,
5星,新罗免税店济州店,
5星,乐天免税店(济州分店),
5星,济州岛梅生格兰德酒店,Maison Glad Jeju
5星,宝健路(莲洞商业街),
5星,海女之家,
5星,济州乐天城市酒店,Lotte City Hotel Jeju
5星,冰雕艺术馆,
5星,印象丽江剧场,
5星,包浆豆腐(束河清泉路店),
5星,心斋桥,Shinsaibashi
5星,金阁寺,Kinkakuji Temple
4星,帆船精品酒店,Vela Boutique Hotel
5星,骑大象,
5星,周六夜市,Saturday Night Market Walking Street - Wua Lai Road
5星,契迪龙寺,Wat Chedi Luang
3星,厦门海底世界,Xiamen Underwater World
5星,清水寺,Kiyomizu-dera Temple
5星,岚山,Arashiyama
4星,岚山嵯峨野观光小火车,Sagano Romantic Train
4星,厦门鼓浪屿37度度假旅馆,
5星,海河解放桥,
5星,天津之眼,The Yongle Bridge Tientsin Eye
5星,弗罗伦萨小镇,Florentia Village
5星,狗不理(山东路老店),
5星,南市食品街,
5星,太原街商业步行街,
5星,滇池,
5星,云南民族村,
5星,户部巷豆皮,
5星,归元禅寺,Guiyuan Buddhist Temple
5星,汉口江滩,
5星,东湖生态旅游风景区,East Lake
5星,上海来福士广场,
5星,小杨生煎(吴江路店),
5星,南京路步行街,
5星,上海新天地,
5星,外滩,
5星,外婆家(杭州湖滨店),
5星,三潭印月,
5星,西湖,
5星,周庄古镇,
5星,司门口商业街,
5星,武汉天地,
5星,东湖游船,
5星,徐东商业街,
5星,汤逊湖,
5星,武汉欢乐谷,Wuhan Happy Valley
5星,吉庆街饮食文化街,
5星,武汉长江二桥,
5星,光谷步行街,
5星,楚河汉街,
5星,户部巷小吃一条街,
5星,江汉路步行街,River Han Street
5星,武汉大学,Wuhan University
5星,武汉长江大桥,Wuhan Yangtze River Bridge
5星,黄鹤楼,Yellow Crane Tower
5星,丽江粑粑(四方街店),
5星,永和豆浆,
5星,安安现酿酸奶,
5星,丽江小吃美食一条街(四方街),
5星,石板烧烤,
5星,丁丁&当当(青龙桥店),
5星,官门口,
5星,拉市海高原湿地骝马场,
5星,大水车,
5星,三锅演艺,
5星,遇见酒吧,
5星,桥香园云南过桥米线,
5星,阿张炖肉,
5星,鲜花饼,
5星,沱江鱼府(丽江店),
5星,沈家土鸡米线,
5星,鸡豆凉粉,
5星,丽江三义机场,Lijiang Airport
5星,丁丁&当当(官门口店),
5星,阿安甜品(五一街店),
5星,三眼井,
5星,白沙古镇,
5星,蓝月谷,
5星,丽江四方街,
5星,束河古镇,
5星,丽江古城,Old Town of Lijiang
5星,乐山大佛景区,
5星,熊猫屋(宽窄巷子店),Panda House
5星,春熙路,
5星,蜀九香火锅酒楼(倪家桥路店),
5星,宽居,
5星,双流老妈兔头(双楠街店),
5星,锦里,
5星,春熙路,
5星,成都双流国际机场,Chengdu Shuangliu International Airport
5星,杜甫草堂,
5星,武侯祠,Martial Marquis Memorial Temple
5星,宽窄巷子,
5星,锦里,
5星,自然生态猴区,
5星,峨眉山,
5星,情侣路,
5星,南靖土楼,Nanjing Earth Building
5星,八婆婆烧仙草(加州商业广场店),
5星,厦门台湾小吃街,
5星,中山路步行街,
5星,厦门大学,
5星,鼓浪屿,
5星,红磡,Hung Hom
5星,山顶凌霄阁,The Peak Tower
5星,庙街,Temple St
5星,时代广场,Times Square
5星,华丽铜锣湾酒店(原香港华丽精品酒店),Best Western Hotel Causeway Bay
5星,山顶广场,The Peak Galleria
5星,红磡火车站,
5星,太兴烧味餐厅(旺角店)(已搬迁或停业),
5星,许留山(怡和街店),Hui Lau Shan Healthy Dessert
5星,DFS旗下香港T广场广东道店,"T GALLERIA BY DFS, HONG KONG, CANTON ROAD"
5星,香港理工大学,The Hong Kong Polytechnic University
5星,迪士尼专列地铁,
5星,香港大学,The University of Hong Kong
5星,通菜街,
5星,铜锣湾,Causeway Bay
5星,赤柱,Stanley
5星,兰桂坊,Lan Kwai Fong
5星,香港昂坪360缆车,Hong Kong Ngong Ping 360
5星,太平山山顶缆车,
5星,中环,Central
5星,香港杜莎夫人蜡像馆,Madame Tussauds Hong Kong
5星,维多利亚港,
5星,太平山顶,
5星,香港迪士尼乐园,Hong Kong Disneyland
5星,老虎滩海洋公园,
5星,太平洋百货,
5星,大连周水子国际机场,Dalian Zhoushuizi International Airport
5星,中山广场,
5星,星海广场,
5星,青岛天主教堂,
5星,青岛·海昌极地海洋世界,
5星,黄岛,
5星,金沙滩,
5星,八大关景区,
4星,叶氏麻糍(鼓浪屿店),
4星,丽江梦里年华客栈,
5星,木府,
3星,桥香园(金马坊店),
3星,三锅演义,
3星,昂坪市集,
3星,满记甜品(朗四店),
3星,翠华餐厅(山顶道店),
4星,大澳,Tai O
3星,星光大道,Avenue of Stars
3星,香港海洋公园,Hong Kong Ocean Park
3星,宝塔山景区-延安宝塔山,
5星,上海豫园商城苏州商厦,
5星,绸布乾泰祥,
5星,多伦多海鲜自助餐厅(印象城店),
4星,久光百货,
5星,文化博览中心(地铁站),
4星,石路步行街,
4星,石路步行街,
4星,阊门,
5星,七里山塘,
5星,月光码头,
5星,金鸡湖景区-金鸡湖夜游船,
5星,金鸡湖,
4星,金华香澜国际大酒店,Xianglan International Hotel
5星,上海城隍庙,
3星,朱元璋纪念馆,
4星,太平湖大桥,
4星,柘林湖景区,
4星,兴隆热带植物园,
5星,凤凰岛·海洋秀,
5星,美丽之冠晚宴剧场,
5星,三亚湾,
5星,三亚湾金海岸酒店式度假公寓,
5星,美丽之冠文化会展中心,
4星,尖峰岭天池,
4星,海南尖峰岭国家森林公园,
5星,亚龙湾,
5星,茶卡盐湖,
3星,金塔沙漠胡杨林景区,
4星,倒淌河,
5星,黑马河乡,
3星,兰州拉面(大学店),
3星,兰州中川机场,
5星,青海湖,Qinghai Lake
3星,富力红树湾湿地公园,
2星,东坡书院,
1星,中和古镇,
4星,神州租车(美兰机场店),
5星,海口美兰国际机场,Haikou Meilan International Airport
5星,南京九华饭店,Jiuhua Hotel
3星,婺州公园,
5星,Nida Beach,
5星,十字架山,:Kryžių kalnas
5星,维尔纽斯主教座堂,Vilniaus katedra
5星,BAMN coffee,
5星,Z CAFE朝·精品咖啡馆,
5星,锅炉咖啡,
4星,厦门植物园,
4星,城市之光书店,City Lights Booksellers & Publishers
5星,The Last Bookstore,The Last Bookstore
5星,Farmers Market To Go,
4星,L A  Melrose,L A  Melrose
5星,威尼斯海滩,Venice Beach
4星,圣莫妮卡海滩,Santa Monica Beach
4星,马利布海滩,Malibu Beach
4星,现代艺术博物馆,The Museum of Contemporary Art
4星,洛杉矶艺术博物馆,Los Angeles County Museum of Art
4星,盖蒂中心,The Getty Center
4星,约书亚树国家公园,Joshua Tree National Park
4星,救赎山,Salvation Mountain
5星,时代广场,Times Square
5星,世界贸易中心,World Trade Center Memorial Foundation
5星,美国自然历史博物馆,American Museum of Natural History
5星,中央公园,Central Park
4星,第五大道,Fifth Avenue
5星,布鲁克林大桥,Brooklyn Bridge
5星,自由女神像,Statue of Liberty
5星,帝国大厦,Empire State Building
5星,巴黎圣母院,
5星,法国春天百货,
5星,塞纳河,Seine River
5星,卢浮宫,Louvre Museum
5星,香榭丽舍大街,Champs Elysees
5星,塞纳河游船,Bateaux Parisiens
5星,苏梅岛W度假酒店,W Koh Samui
5星,巴黎凯旋门,
5星,蓬皮杜国家艺术文化中心,The Pompidou Centre
5星,莎士比亚书店,Shakespeare&Company
5星,埃菲尔铁塔,Eiffel Tower
5星,艺术桥,
5星,巴黎歌剧院,
4星,德比尔哈克姆桥,
3星,城堡花园,Burggarten
4星,Taverne Karlsbrau,Taverne Karlsbrau
4星,山谷购物村,
5星,M&M's World,M&M's World
5星,拉斯维加斯大道,The Strip
5星,威尼斯人度假赌场酒店,The Venetian Resort-Hotel-Casino
5星,百乐宫音乐喷泉表演,Bellagio's Fountain Show
5星,杜比剧院,Dolby Theatre
5星,好莱坞标志,Hollywood Sign
5星,加拉太塔,Galata Tower
5星,格雷梅镇,Goreme Town
5星,江西冷购物中心,Jungceylon Shopping Destination
5星,Big C(江西冷店),Big C Jungceylon
5星,暹罗中心,Siam Center
5星,胜利纪念碑,Victory Monument
5星,大皇宫,Grand Palace
4星,艾美度假酒店,Le Meridien Kota Kinabalu
5星,大个子,
5星,赵家凉拌粉,
5星,自来水厂冰凉粉,
5星,老字號手工面店,
5星,克罗伊茨韦瑟斯克罗精品酒店,Boutique Hotel Weisses Kreuz
3星,愉园茶室,Joo Hooi Cafe
4星,汕头街,Lebuh Kimberley
4星,姓氏桥,Chew Jetty
3星,小印度,Little India
5星,马里安曼印度庙,Sri Mariamman Temple
3星,新月宫茶室,Sin Guat Keong Coffee Shop
5星,乔治市街头艺术,Mirror Georgetown
2星,多春茶室,Toh Soon Café
3星,爱情巷,Love Lane
2星,颠倒博物馆,Upside Down Museum
4星,张弼士故居,The Blue Mansion
5星,小江豆浆,
3星,淡江中学,Tamkang High School
3星,50岚(林森店),
5星,淡水渔人码头河清饭店,Sunrise Business Hotel - Tamsui
5星,清水断崖,Ch'ing-shui Cliff
5星,阴阳海,
5星,三貂角灯塔,
5星,台北故宫博物院,Taipei's National Palace Museum
3星,金峰鲁肉饭,
5星,洪师父牛肉面,
3星,淡水老街,Tam Shui
3星,海友十全排骨,
4星,士林夜市,
4星,台北车站,
5星,溪头妖怪村,Xitou Monster Village
3星,九份老街,
5星,阿柑姨芋圆,
5星,赖阿婆芋圆,
3星,淡水金色水岸自行车道,
3星,阿给老店,
4星,淡江中学,Tamkang High School
3星,淡水情人桥,The Lover's Bridge
3星,淡水红毛城,Fort San Domingo
3星,真理大学,Aletheia University
3星,50岚,
4星,中心酒店,Hotel Central
4星,哈桑二世清真寺,Hassan II Mosque
4星,卡鲁因大学,Kairaouine University
5星,舍夫沙万老城,Chefchaouen Médina
4星,乌达雅堡,Kasbah of the Udayas
5星,耶稣圣心堂,TanDinhCatholicChurch
3星,和粉,Pho Hoa
3星,婆那加占婆塔,Po Nagar Cham Towers
5星,芽庄I-RESORT别墅,I-Resort
3星,芽庄夜市,Nha Trang Night Market
3星,春香湖,Xuan Huong Lake
4星,V Cafe,V Cafe
5星,芽庄洛萨卡酒店,Rosaka Nha Trang Hotel
3星,芽庄海滩,Nha Trang Beach
5星,疯屋子,Crazy  House Dalat
4星,大叻玛丽修道院,Domaine de Marie Church
5星,华辉拉肠(长寿路店),
4星,沙面,
3星,华欣海滩,Hua Hin Beach
3星,华欣长途汽车站,Hua Hin Bus Station
4星,Hua Hin Market Village,Hua Hin Market Village
3星,往日怀旧购物城,Plern Wan Shopping Village
3星,华欣夜市,Hua Hin Night Market
5星,泰国King Power王权免税(素万那普机场机场店),King Power Suvarnabhumi
4星,金山寺,The Golden Mount
3星,考山路,Khao San Road
4星,深圳宝安国际机场,Shenzhen Bao'an International Airport
3星,尚泰世界商业中心,Central World
4星,曼谷城市酒店,Bangkok City Hotel
5星,小瑞士绵羊牧场,Swiss Sheep Farm
5星,Terminal 21 Shopping Mall,Terminal 21 Shopping Mall
2星,华欣德瓦萨穆酒店,
3星,华欣火车站,Hua Hin Railway Station
5星,曼谷河畔夜市,Asiatique The Riverfront
3星,正盛食堂,Jekpea Restaurant
4星,哲阿姨芒果糯米饭,Pa Jua
5星,圣托里尼乐园,Santorini Park
5星,曼谷摩天轮,Asiatique Sky
2星,西部汽车客运站,
1星,湛江火车站,Zhanjiang railway station
3星,云南大理酒吧一条街,
3星,昆明长水国际机场,Kunming Changshui International Airport
2星,金马碧鸡坊,
3星,阿妈意纳西饮食院(小石桥店),
5星,蓝月谷,
5星,玉龙雪山,
2星,束河古镇,
2星,大水车,
5星,狮子山,
4星,丁丁&当当(官门口店),
3星,丽江四方街,
5星,五一街,
5星,丽江古城,Old Town of Lijiang
